car-id,hours
20150415080451-47,0.35
20150415090454-392,34.9
20150415100416-794,0.35
20150415110400-588,0.95
20150415110415-762,316.933
20150416030444-791,137.95
20150416040441-902,0.767
20150416040445-103,68.167
20150416110405-287,0.883
20150416110451-163,0.517
20150417010429-819,0.517
20150417010430-97,52.017
20150417020429-813,1.9
20150417060422-422,1.15
20150417070431-372,128.1
20150417100406-907,131.683
20150417110423-983,0.567
20150417110455-279,2.15
20150418010427-449,0.3
20150418010436-994,0.317
20150418030419-69,77.267
20150418040454-388,73.883
20150418050406-878,3.1
20150418070414-573,85.9
20150418080448-539,0.617
20150418120408-87,48.633
20150418120456-58,1.25
20150419010438-909,0.3
20150419020408-913,0.617
20150419040419-734,52.267
20150419050423-187,92.95
20150419060418-689,182.633
20150419070416-758,0.35
20150419070451-672,4.95
20150419080401-283,0.483
20150419080402-813,0.85
20150419080423-232,34.45
20150419080453-269,23.65
20150419090434-489,82.917
20150419110400-987,44.233
20150419110442-824,25.567
20150419110458-665,1.283
20150419120407-235,23.267
20150419120451-709,0.4
20150420010418-650,269.617
20150420010441-514,0.383
20150420070433-947,168.283
20150420080400-256,87.117
20150420090410-374,22.983
20150420090412-587,0.483
20150420090434-499,25.933
20150420100412-238,36.817
20150420100416-232,391.417
20150420110453-920,2.0
20150420110457-500,48.0
20150420120432-763,21.633
20150421010447-348,0.3
20150421010452-980,7.017
20150421020414-228,0.75
20150421050436-46,0.433
20150421060449-866,97.883
20150421090407-354,28.9
20150421090419-711,0.6
20150421110433-330,0.533
20150422010448-761,127.15
20150422030453-632,1.0
20150422040421-938,22.95
20150422050455-713,0.95
20150422080420-314,32.667
20150422120425-418,1.05
20150423010420-731,2.05
20150423020418-599,92.183
20150423040436-953,15.767
20150423050415-924,23.533
20150423070439-456,0.517
20150423120438-44,0.283
20150424020445-861,56.767
20150424030442-413,1.633
20150424080446-635,0.533
20150424110417-813,0.35
20150425010441-992,0.333
20150425010453-132,1.283
20150425010456-10,18.783
20150425010459-670,32.667
20150425040422-897,1.333
20150425050434-33,148.6
20150425060412-481,87.35
20150425060421-321,0.533
20150425100459-884,0.883
20150425120425-24,1.483
20150425120457-276,0.617
20150426010442-203,32.717
20150426010444-611,25.533
20150426070452-144,24.25
20150426100413-9,221.9
20150426100437-616,0.85
20150426110459-600,0.867
20150426120423-659,191.45
20150427020405-588,0.467
20150427020450-544,194.383
20150427050456-122,14.833
20150427060448-246,148.117
20150427070435-716,0.917
20150427120413-435,0.917
20150428020445-289,0.6
20150428030425-959,45.267
20150428040403-807,1.317
20150428070409-96,0.317
20150428080425-76,0.533
20150428100455-337,0.517
20150428120447-819,0.95
20150429010400-59,57.183
20150429020421-767,1.083
20150429040409-724,0.85
20150429040424-153,1.467
20150429050401-796,21.667
20150429050432-698,1.883
20150429060402-397,7.5
20150429070447-330,0.483
20150429080442-199,206.633
20150429080444-356,96.533
20150429100402-347,61.167
20150429100422-921,0.583
20150430020414-999,104.283
20150430050401-73,0.9
20150430050447-600,0.933
20150430060412-984,1.2
20150430090433-512,198.1
20150430100459-528,75.883
20150430110428-833,54.133
20150430120449-822,54.25
20150431010443-726,6.367
20150431030458-145,79.65
20150431040401-511,0.883
20150431070451-890,0.983
20150431080417-292,0.333
20150431110424-91,0.367
20150431110433-92,1.0
20150501010554-108,27.817
20150501030502-599,20.1
20150501060550-176,99.283
20150501070559-328,149.9
20150501090516-171,24.8
20150501120503-93,1.517
20150502040512-565,0.433
20150502050519-627,0.583
20150502060559-716,6.433
20150502090506-446,1.383
20150502090541-904,0.483
20150502120505-706,0.3
20150502120548-840,129.05
20150502120549-28,1.2
20150503010544-585,0.333
20150503020544-302,66.333
20150503030532-116,31.633
20150503040507-176,86.833
20150503040553-197,69.133
20150503070532-763,97.117
20150503080511-131,107.583
20150503080515-72,0.483
20150503080543-310,74.033
20150504020535-36,77.65
20150504060507-474,0.533
20150504100514-686,0.833
20150505020522-625,0.867
20150505040548-438,1.467
20150505050508-318,0.467
20150505050511-527,0.733
20150505050532-899,0.517
20150505080542-405,2.467
20150505110546-631,121.817
20150506020503-809,1.133
20150506040523-403,111.067
20150506060512-399,122.45
20150506070508-105,6.367
20150506080545-327,167.067
20150506080548-948,0.567
20150506090520-357,1.2
20150506100506-291,0.75
20150506120555-983,1.183
20150507030543-185,0.483
20150507060531-534,517.733
20150507080506-385,3.817
20150507110537-529,1.4
20150507120515-146,0.917
20150507120531-544,45.0
20150508020500-623,0.45
20150508030553-514,76.6
20150508040515-409,20.55
20150508050523-569,92.633
20150508080524-76,2.467
20150508100507-109,0.467
20150508110558-558,35.95
20150509010532-472,0.517
20150509010550-822,45.667
20150509020518-337,0.6
20150509020534-212,1.05
20150509020558-681,42.433
20150509030516-354,4.483
20150509030549-76,90.483
20150509040535-12,26.283
20150509050552-677,77.517
20150509050558-745,0.767
20150509060504-688,0.467
20150509080553-391,1.483
20150509100557-76,1.717
20150509110512-403,127.9
20150509110512-433,81.417
20150509110550-759,109.017
20150510020549-282,0.983
20150510020551-789,55.367
20150510040554-767,88.1
20150510050547-65,40.217
20150510070529-448,5.25
20150510080559-525,0.517
20150510110532-536,1.633
20150510120529-445,2.283
20150511020522-862,2.717
20150511060536-527,0.417
20150511080548-765,103.15
20150511080559-981,1.133
20150511090509-927,0.383
20150511100515-278,1.5
20150511120517-230,1.083
20150511120521-523,0.933
20150512030550-212,1.467
20150512040536-561,0.433
20150512050526-696,0.35
20150512110539-725,153.883
20150513010513-305,1.767
20150513030530-407,24.083
20150513040505-528,1.867
20150513050545-772,0.883
20150513060520-897,0.85
20150513060545-668,36.867
20150513120538-827,0.967
20150513120548-43,92.083
20150513120558-145,0.483
20150514010523-466,22.167
20150514030504-57,0.75
20150514030514-420,100.133
20150514030540-780,0.767
20150514050503-4,1.333
20150514060535-722,110.45
20150514090505-484,1.417
20150514090518-434,58.183
20150514090525-937,25.35
20150514090542-943,24.733
20150514100502-324,0.383
20150514100544-988,103.383
20150514120512-102,83.15
20150515020535-533,94.3
20150515060533-667,9.817
20150515110505-92,1.267
20150515110551-961,117.667
20150516020525-348,0.883
20150516020543-403,0.933
20150516030553-224,1.95
20150516040540-372,1.717
20150516050501-365,241.383
20150516050544-785,0.95
20150516050556-38,1.183
20150516060520-936,33.45
20150516080500-163,106.183
20150516080508-437,0.3
20150516080558-555,2.133
20150516100504-950,1.1
20150516120527-450,35.133
20150517010500-796,43.133
20150517010521-33,32.183
20150517030511-573,0.517
20150517050533-767,52.667
20150517070513-182,0.55
20150517080508-420,56.283
20150517080528-116,228.033
20150517090518-811,24.833
20150517090533-187,86.55
20150517100545-515,85.767
20150517110524-251,22.417
20150518020501-460,121.767
20150518020503-955,23.833
20150518020552-26,1.5
20150518040539-572,27.967
20150518050552-865,10.867
20150518060503-716,0.55
20150518080515-636,102.767
20150518090500-717,55.167
20150518090550-442,96.767
20150518110556-202,1.383
20150519040533-38,30.633
20150519040546-259,0.383
20150519060541-169,0.517
20150519070542-838,0.317
20150519090509-917,1.067
20150519100522-649,0.783
20150519110532-708,0.433
20150520020537-289,0.417
20150520080545-66,0.5
20150520110527-191,0.533
20150520110547-544,0.567
20150521030514-954,0.867
20150521040525-743,21.867
20150521060530-684,0.967
20150521080512-320,0.417
20150521080528-185,147.367
20150521080539-229,5.367
20150521090524-397,228.633
20150521100530-952,1.75
20150521100557-811,1.617
20150521110550-615,0.85
20150521120539-683,0.883
20150521120547-745,76.417
20150522030505-641,1.283
20150522030529-2,0.35
20150522030548-312,50.75
20150522040535-3,1.517
20150522070511-727,1.1
20150522090515-161,1.15
20150522090548-230,1.117
20150522100502-509,93.0
20150522120513-24,1.317
20150523010518-241,18.333
20150523030511-17,53.95
20150523060517-30,30.95
20150523100525-299,3.067
20150524010519-501,26.383
20150524030519-692,0.933
20150524030524-723,1.95
20150524040536-313,165.933
20150524050528-188,0.5
20150524070551-557,0.533
20150524090542-953,0.533
20150524100507-675,0.567
20150524110507-879,169.467
20150525010509-991,0.65
20150525020532-409,1.467
20150525030507-605,1.3
20150525040549-978,0.617
20150525050525-344,87.883
20150525050544-558,41.1
20150525060539-803,0.75
20150525070539-663,0.533
20150525080519-500,0.55
20150526010529-890,0.983
20150526010540-67,0.55
20150526030551-527,0.983
20150526060526-540,134.867
20150526080511-345,0.45
20150526080553-806,1.55
20150526090547-123,97.233
20150526100533-751,0.517
20150526110553-791,480.767
20150527020511-685,51.8
20150527020518-737,1.433
20150527040505-790,0.733
20150527050515-636,89.317
20150527060511-527,0.75
20150527100509-549,23.183
20150527100553-66,3.717
20150527100558-552,0.483
20150527110537-183,2.9
20150528040542-928,0.533
20150528050509-904,0.3
20150528080517-604,27.517
20150528090539-210,57.083
20150528100549-495,1.733
20150529010519-318,55.867
20150529110523-979,36.117
20150529120529-590,0.083
20150530010557-479,0.3
20150530010559-140,32.067
20150530020556-90,75.683
20150530040503-385,0.767
20150530040554-707,1.4
20150530050517-537,8.35
20150530080559-914,4.283
20150530090552-221,1.333
20150530110520-639,32.217
20150530120534-695,0.8
20150530120541-89,58.8
20150531030537-639,104.05
20150601040632-151,183.7
20150601060609-840,0.6
20150601060650-649,0.533
20150601070655-151,133.467
20150601080637-769,1.683
20150601090643-255,1.2
20150601110652-384,1.867
20150602010649-97,1.2
20150602030620-961,0.533
20150602050643-221,18.617
20150602070645-93,180.367
20150602070649-231,0.517
20150602080621-653,1.083
20150602100630-679,1.167
20150602100642-559,0.417
20150603020600-648,1.1
20150603060632-383,131.0
20150603090606-203,0.6
20150603090607-458,0.35
20150603090639-155,82.733
20150603100608-37,191.267
20150603110610-612,0.883
20150603110611-545,0.567
20150603110619-327,218.467
20150603120637-228,0.8
20150604010643-971,224.667
20150604030648-583,1.483
20150604030657-249,1.517
20150604040619-38,71.683
20150604070622-992,1.05
20150604080640-490,1.95
20150605040618-478,94.567
20150605040637-329,0.467
20150605040659-922,1.133
20150605070642-510,25.467
20150605080621-713,55.05
20150605080626-486,0.533
20150605080637-239,1.133
20150605090601-376,248.217
20150605090617-10,53.717
20150605090619-525,45.95
20150605090648-40,193.583
20150605090654-331,0.3
20150605120608-125,70.95
20150606010609-786,76.55
20150606010612-100,1.233
20150606030602-262,0.8
20150606030611-107,29.9
20150606050612-794,1.05
20150606050653-525,14.267
20150606090640-663,48.833
20150606090649-896,194.283
20150606110611-539,69.483
20150607010649-553,66.767
20150607030612-158,63.9
20150607030629-240,1.85
20150607030644-318,334.45
20150607040622-582,0.333
20150607040626-348,16.617
20150607050608-159,39.65
20150607100623-566,1.067
20150608020615-373,0.817
20150608020653-576,1.467
20150608040651-249,240.4
20150608090629-720,225.733
20150608120622-394,2.617
20150608120632-318,0.85
20150608120637-956,1.067
20150609010619-14,0.533
20150609020654-723,0.983
20150609030606-244,71.233
20150609040601-951,0.4
20150609040634-892,1.05
20150609050606-751,0.8
20150609050629-558,16.5
20150609050637-33,0.567
20150609060600-167,36.617
20150609070626-683,1.1
20150610040636-776,70.933
20150610040641-716,0.35
20150610080607-654,1.0
20150610080607-677,59.6
20150610120636-389,1.467
20150611010649-460,0.517
20150611020620-822,21.65
20150611030606-430,0.35
20150611040604-12,0.5
20150611040639-499,1.067
20150611050645-707,0.4
20150611070625-87,1.167
20150611080617-682,0.283
20150611080633-723,0.55
20150611100636-247,1.55
20150611110616-649,0.533
20150612020631-291,0.35
20150612030609-600,0.5
20150612040643-903,68.483
20150612070653-348,0.933
20150612080632-864,0.85
20150612090614-805,32.05
20150612120651-215,0.817
20150613010619-88,241.917
20150613020647-968,0.6
20150613050607-419,0.333
20150613060630-368,1.9
20150613070601-595,39.15
20150613070629-561,72.333
20150613110621-217,120.8
20150613120634-302,23.033
20150614060634-481,0.333
20150614070623-488,0.583
20150614090643-855,0.417
20150614090651-645,2.2
20150614110611-249,0.8
20150614110618-981,1.767
20150614110632-795,91.65
20150614120640-492,70.933
20150615050655-209,16.033
20150615070645-876,102.017
20150615080639-90,0.5
20150615090601-623,70.267
20150615110657-243,1.183
20150616010629-916,2.183
20150616020625-232,18.033
20150616060652-850,51.117
20150616070600-982,1.517
20150616070612-761,49.367
20150616110614-272,1.617
20150616110620-574,2.15
20150616120616-647,46.55
20150616120628-268,1.35
20150617020614-57,1.117
20150617020653-175,0.267
20150617050619-294,0.767
20150617050656-64,0.783
20150617070624-744,0.767
20150617090658-734,56.967
20150617100636-148,75.833
20150617110631-315,0.9
20150618050611-599,63.6
20150618070642-761,1.617
20150618080605-776,1.65
20150618110625-63,0.333
20150618120604-417,1.067
20150619040651-207,119.35
20150619050617-947,0.9
20150619050622-891,8.917
20150619060603-933,178.967
20150619070601-944,160.25
20150619080643-944,0.95
20150619090638-731,1.567
20150619110604-788,79.45
20150620020649-980,0.833
20150620030629-901,69.683
20150620030643-457,52.917
20150620050621-275,0.45
20150620070638-960,222.567
20150620090611-379,0.55
20150620120634-136,0.483
20150621010621-936,0.95
20150621010643-875,31.017
20150621040623-288,0.383
20150621060618-266,62.067
20150621070647-455,0.317
20150621090620-651,142.6
20150621120624-302,0.983
20150621120657-579,1.017
20150622030626-334,0.933
20150622030637-276,246.933
20150622050634-617,11.283
20150622060644-784,1.1
20150622090641-231,2.0
20150622120632-733,1.233
20150622120641-769,1.733
20150623020631-91,0.433
20150623020640-155,26.883
20150623050614-210,0.433
20150623060616-357,2.433
20150623100627-640,0.9
20150623100636-684,1.083
20150623110625-496,49.283
20150624030614-941,19.267
20150624050603-927,90.9
20150624060606-582,65.283
20150624080630-565,86.317
20150624080649-350,0.483
20150624080656-470,240.583
20150624120647-627,141.033
20150625010640-723,42.383
20150625030645-715,0.567
20150625030655-107,7.167
20150625040628-192,51.283
20150625040649-416,1.167
20150625050640-406,0.617
20150625050651-939,0.933
20150625070608-126,36.367
20150625070630-807,0.517
20150625080634-901,0.8
20150625090635-281,0.833
20150625120621-432,0.917
20150625120639-372,1.1
20150626020646-441,1.033
20150626030633-737,0.3
20150626050602-930,1.55
20150626050635-614,1.45
20150626050654-920,0.533
20150626070610-771,107.95
20150626080624-430,0.417
20150626100609-1,0.8
20150626100618-442,2.083
20150626100642-172,0.933
20150626110605-541,296.067
20150626110618-930,0.383
20150626120628-726,1.833
20150626120643-518,1.1
20150627070602-460,32.333
20150627070604-127,0.283
20150627070615-916,1.117
20150627080650-806,2.883
20150627100623-876,0.817
20150627100641-287,27.25
20150627110636-691,115.917
20150628010613-142,21.333
20150628010656-511,18.217
20150628020602-813,0.883
20150628020649-167,0.617
20150628020653-964,1.117
20150628040625-94,1.933
20150628060613-79,145.6
20150628100621-273,0.3
20150628100625-400,0.983
20150628120615-416,1.533
20150629060651-484,1.783
20150629060651-645,130.517
20150629070605-595,0.933
20150629090627-62,37.333
20150630010654-790,0.583
20150630020625-936,0.967
20150630040654-44,0.917
20150630050613-163,1.35
20150630050659-891,0.367
20150630060606-969,7.933
20150630070630-393,1.083
20150630080609-634,126.0
20150630080657-414,0.5
20150630090638-875,0.433
20150630110633-414,151.067
20150630120651-844,1.867
20150630120655-755,0.983
20150631010647-184,1.5
20150631050638-897,20.2
20150631080629-406,0.483
20150631090611-983,0.983
20150631110613-672,0.883
20150631110616-558,54.717
20150701010755-627,1.717
20150701020723-76,218.233
